title,description,department,year
18.424 Seminar in Information Theory,"18.425[J] Foundations of Cryptography()(Same subject as6.5620[J])Prereq:6.1220,6.1400, or18.4041Units: 3-0-9A rigorous introduction to modern cryptography. Emphasis on the fundamental cryptographic primitives such as public-key encryption, digital signatures, and pseudo-random number generation, as well as advanced cryptographic primitives such as zero-knowledge proofs, homomorphic encryption, and secure multiparty computation.Staff",Mathematics,2023
18.425[J] Foundations of Cryptography,18.434 Seminar in Theoretical Computer Science()Prereq:6.1220Units: 3-0-9Topics vary from year to year. Students present and discuss the subject matter. Instruction and practice in written and oral communication provided. Enrollment limited.D. Minzer,Mathematics,2023
18.434 Seminar in Theoretical Computer Science,"18.435[J] Quantum Computation()(Same subject as2.111[J],6.6410[J],8.370[J])Prereq:8.05,18.06,18.700,18.701, or18.C06Units: 3-0-9Provides an introduction to the theory and practice of quantum computation. Topics covered: physics of information processing; quantum algorithms including the factoring algorithm and Grover's search algorithm; quantum error correction; quantum communication and cryptography. Knowledge of quantum mechanics helpful but not required.P. Shor",Mathematics,2023
18.435[J] Quantum Computation,"18.436[J] Quantum Information Science()(Same subject as6.6420[J],8.371[J])Prereq:18.435Units: 3-0-9Lecture:MW9.30-11(4-163)Examines quantum computation and quantum information. Topics include quantum circuits, the quantum Fourier transform and search algorithms, the quantum operations formalism, quantum error correction, Calderbank-Shor-Steane and stabilizer codes, fault tolerant quantum computation, quantum data compression, quantum entanglement, capacity of quantum channels, and quantum cryptography and the proof of its security. Prior knowledge of quantum mechanics required.I. ChuangTextbooks (Spring 2025)",Mathematics,2023
18.436[J] Quantum Information Science,"18.437[J] Distributed Algorithms()(Same subject as6.5250[J])Prereq:6.1220Units: 3-0-9Design and analysis of algorithms, emphasizing those suitable for use in distributed networks. Covers various topics including distributed graph algorithms, locality constraints, bandwidth limitations and communication complexity, process synchronization, allocation of computational resources, fault tolerance, and asynchrony. No background in distributed systems required.Staff",Mathematics,2023
18.437[J] Distributed Algorithms,"18.453 Combinatorial Optimization()(Subject meets with18.4531)Prereq:18.06,18.700, or18.701Units: 3-0-9Thorough treatment of linear programming and combinatorial optimization. Topics include matching theory, network flow, matroid optimization, and how to deal with NP-hard optimization problems. Prior exposure to discrete mathematics (such as 18.200) helpful.Staff",Mathematics,2023
18.453 Combinatorial Optimization,"18.4531 Combinatorial Optimization()(Subject meets with18.453)Prereq:18.06,18.700, or18.701Units: 3-0-9Thorough treatment of linear programming and combinatorial optimization. Topics include matching theory, network flow, matroid optimization, and how to deal with NP-hard optimization problems. Prior exposure to discrete mathematics (such as 18.200) helpful. Students in Course 18 must register for the undergraduate version, 18.453.Staff",Mathematics,2023
18.4531 Combinatorial Optimization,"18.455 Advanced Combinatorial Optimization()Prereq:18.453or permission of instructorUnits: 3-0-9Advanced treatment of combinatorial optimization with an emphasis on combinatorial aspects. Non-bipartite matchings, submodular functions, matroid intersection/union, matroid matching, submodular flows, multicommodity flows, packing and connectivity problems, and other recent developments.M. X. Goemans",Mathematics,2023
18.455 Advanced Combinatorial Optimization,"18.456[J] Algebraic Techniques and Semidefinite Optimization()(Same subject as6.7230[J])Prereq:6.7210or15.093Units: 3-0-9Theory and computational techniques for optimization problems involving polynomial equations and inequalities with particular, emphasis on the connections with semidefinite optimization. Develops algebraic and numerical approaches of general applicability, with a view towards methods that simultaneously incorporate both elements, stressing convexity-based ideas, complexity results, and efficient implementations. Examples from several engineering areas, in particular systems and control applications. Topics include semidefinite programming, resultants/discriminants, hyperbolic polynomials, Groebner bases, quantifier elimination, and sum of squares.Staff",Mathematics,2023
6.100A Introduction to Computer Science Programming in Python,"6.100A Introduction to Computer Science Programming in Python(,); first half of termPrereq: NoneUnits: 2-0-4Credit cannot also be received for6.100LURL:https://introcomp.mit.edu/spring25Ends Mar 21.Lecture:MW3-4.30(26-100)Recitation:F10(5-134) orF11(5-134,24-121) orF12(24-121) orF1(5-134) orF2(5-134) orF1(5-217) orF2(5-217)Introduction to computer science and programming for students with little or no programming experience. Students develop skills to program and use computational techniques to solve problems. Topics include the notion of computation, Python, simple algorithms and data structures, testing and debugging, and algorithmic complexity. Combination of 6.100A and 6.100B or 16.C20 counts as REST subject. Final given in the seventh week of the term.Fall:A. BellSpring:A. BellTextbooks (Spring 2025)",EECS,2024
6.100B Introduction to Computational Thinking and Data Science,"6.100B Introduction to Computational Thinking and Data Science(,); second half of termPrereq:6.100Aor permission of instructorUnits: 2-0-4Credit cannot also be received for9.C20,16.C20,18.C20,CSE.C20URL:https://introcomp.mit.edu/spring25Begins Mar 31.Lecture:MW3-4.30(26-100)Recitation:F10(5-134) orF11(5-134,24-121) orF12(24-121) orF1(5-134) orF2(5-134) orF1(5-217) orF2(5-217)Provides an introduction to using computation to understand real-world phenomena. Topics include plotting, stochastic programs, probability and statistics, random walks, Monte Carlo simulations, modeling data, optimization problems, and clustering. Combination of 6.100A and 6.100B counts as REST subject.Fall:A. BellSpring:A. BellTextbooks (Spring 2025)",EECS,2024
6.100L Introduction to Computer Science and Programming,"6.100L Introduction to Computer Science and Programming(,)Prereq: NoneUnits: 2-0-4Credit cannot also be received for6.100AURL:https://introcomp.mit.edu/6.100L_sp25Lecture:MW3-4.30(34-101)Recitation:F10(32-123)Introduction to computer science and programming for students with no programming experience. Presents content taught in 6.100A over an entire semester. Students develop skills to program and use computational techniques to solve problems. Topics include the notion of computation, Python, simple algorithms and data structures, testing and debugging, and algorithmic complexity. Lectures are viewed outside of class; in-class time is dedicated to problem-solving and discussion. Combination of 6.100L and 6.100B or 16.C20 counts as REST subject.Fall:A. BellSpring:A. BellTextbooks (Spring 2025)",EECS,2024
6.1010 Fundamentals of Programming,"6.1010 Fundamentals of Programming(,)Prereq:6.100AUnits: 2-4-6Lecture:MW9(32-124) orMW10(32-124,32-144) orMW11(56-154,37-212) orMW1(4-163,32-124) orMW2(4-163) orMW3(3-270) orMW12(32-124)Lab:F10-1(32-044) orF2-5(32-044)+finalIntroduces fundamental concepts of programming. Designed to develop skills in applying basic methods from programming languages to abstract problems. Topics include programming and Python basics, computational concepts, software engineering, algorithmic techniques, data types, and recursion.  Lab component consists of software design, construction, and implementation of design. Enrollment may be limited.Fall:R. MillerSpring:A. HartzNo textbook information available",EECS,2024
6.1020 Software Construction,"6.1020 Software Construction()Prereq:6.1010Units: 3-0-12Lecture:TR9.30-11(26-100)+finalIntroduces fundamental principles and techniques of software development: how to write software that is safe from bugs, easy to understand, and ready for change. Topics include specifications and invariants; testing, test-case generation, and coverage; abstract data types and representation independence; design patterns for object-oriented programming; concurrent programming, including message passing and shared memory concurrency, and defending against races and deadlock; and functional programming with immutable data and higher-order functions. Includes weekly programming exercises and larger group programming projects.M. GoldmanNo required or recommended textbooks",EECS,2024
6.1040 Software Design,"6.1040 Software Design()Prereq:6.1020and6.1200Units: 4-0-14Provides design-focused instruction on how to build complex software applications. Design topics include classic human-computer interaction (HCI) design tactics (need finding, heuristic evaluation, prototyping, user testing), conceptual design (inventing, modeling and evaluating constituent concepts), social and ethical implications, abstract data modeling, and visual design. Implementation topics include reactive front-ends, web services, and databases. Students work both on individual projects and a larger team project in which they design and build full-stack web applications.A. Satyanarayan",EECS,2024
