title,description,department,year
7.002 Fundamentals of Experimental Molecular Biology,"7.003[J] Applied Molecular Biology Laboratory(,)(Same subject as10.7003[J])Prereq:7.002Units: 2-7-3Lecture:T1(68-181)Lab:T2-5,R1-5(68-074)Recitation:T11-12.30(68-121)Laboratory-based exploration of modern experimental molecular biology. Specific experimental system studied may vary from term to term, depending on instructor. Emphasizes concepts of experimental design, data analysis and communication in biology and how these concepts are applied in the biotechnology industry. Satisfies 6 units of Institute Laboratory credit. Enrollment limited; admittance may be controlled by lottery.Fall:E. Calo, K. KnouseSpring:L. Case, H. Moura Silva, H. SikesNo required or recommended textbooks",Biology,2024
7.003[J] Applied Molecular Biology Laboratory,"7.03 Genetics(,)Prereq:Biology (GIR)Units: 4-0-8Lecture:MWF11(E25-111)Recitation:M1(38-166) orT10(38-166) orT11(38-166)+finalThe principles of genetics with application to the study of biological function at the level of molecules, cells, and multicellular organisms, including humans. Structure and function of genes, chromosomes, and genomes. Biological variation resulting from recombination, mutation, and selection. Population genetics. Use of genetic methods to analyze protein function, gene regulation, and inherited disease.Fall:M. Gehring, P. ReddienSpring:O. Corradin, F. Sanchez-RiveraTextbooks (Spring 2025)",Biology,2024
7.03 Genetics,"7.05 General Biochemistry()Prereq: (Biology (GIR)and5.12) or permission of instructorUnits: 5-0-7Credit cannot also be received for5.07,20.507Lecture:MWF9.30-11(10-250)Recitation:F1(24-112) orM2(26-210) orW11(36-112) orF12(26-210) orF11(26-210) orT11(24-112) orT EVE (7.30 PM)(26-204) orR10(66-160) orT3(26-322) orR12(26-142)+finalContributions of biochemistry toward an understanding of the structure and functioning of organisms, tissues, and cells. Chemistry and functions of constituents of cells and tissues and the chemical and physical-chemical basis for the structures of nucleic acids, proteins, and carbohydrates. Basic enzymology and biochemical reaction mechanisms involved in macromolecular synthesis and degradation, signaling, transport, and movement. General metabolism of carbohydrates, fats, and nitrogen-containing materials such as amino acids, proteins, and related compounds.A. Ringel, M. Vander Heiden, M. YaffeTextbooks (Spring 2025)",Biology,2024
7.05 General Biochemistry,"7.06 Cell Biology(,)Prereq:7.03and7.05Units: 4-0-8Lecture:TR9.30-11(4-370)Recitation:F10(26-204) orF11(26-204) orF12(26-204)+finalPresents the biology of cells of higher organisms. Studies the structure, function, and biosynthesis of cellular membranes and organelles; cell growth and oncogenic transformation; transport, receptors, and cell signaling; the cytoskeleton, the extracellular matrix, and cell movements; cell division and cell cycle; functions of specialized cell types. Emphasizes the current molecular knowledge of cell biological processes as well as the genetic, biochemical, and other experimental approaches that resulted in these discoveries.Fall:P. Li, S. LouridoSpring:K. Knouse, R. LamasonTextbooks (Spring 2025)",Biology,2024
7.06 Cell Biology,"7.08[J] Fundamentals of Chemical Biology()(Same subject as5.08[J])(Subject meets with7.80)Prereq: (Biology (GIR),5.13, and (5.07or7.05)) or permission of instructorUnits: 4-0-8Lecture:MW11-12.30(56-114)Recitation:W3(26-142) orW4(26-142) orR3(8-205) orR4(8-205)Spanning the fields of biology, chemistry, and engineering, this class introduces students to the principles of chemical biology and the application of chemical and physical methods and reagents to the study and manipulation of biological systems. Topics include nucleic acid structure, recognition, and manipulation; protein folding and stability, and proteostasis; bioorthogonal reactions and activity-based protein profiling; chemical genetics and small-molecule inhibitor screening; fluorescent probes for biological analysis and imaging; and unnatural amino acid mutagenesis. The class will also discuss the logic of dynamic post-translational modification reactions with an emphasis on chemical biology approaches for studying complex processes including glycosylation, phosphorylation, and lipidation. Students taking the graduate version are expected to explore the subject in greater depth.B. Imperiali, M. ShouldersNo required or recommended textbooks",Biology,2024
7.08[J] Fundamentals of Chemical Biology,"7.093 Modern Biostatistics(); first half of term(Subject meets with7.573)Prereq:7.03and7.05Units: 2-0-4Ends Mar 21.Lecture:MW1-2.30(4-370)Recitation:M4(56-154) orF9(56-114)Provides a practical introduction to probability and statistics used in modern biology. Topics covered include discrete and continuous probability distributions, statistical modeling, hypothesis testing, independence, conditional probability, multiple test corrections, nonparametric methods, clustering, correlation, linear regression, principal components analysis with applications to high-throughput DNA sequencing, and image data analysis. Homework is in the R programming language, but prior programming experience is not required. Students taking the graduate version are expected to explore the subject in greater depth.A. Jain, H. WongNo textbook information available",Biology,2024
7.093 Modern Biostatistics,"7.094 Modern Computational Biology(); second half of term(Subject meets with7.574)Prereq:7.03and7.05Units: 2-0-4Begins Mar 31.Lecture:MW1-2.30(4-370)Recitation:R9(4-145) orF9(56-114)Introduces modern methods in computational biology, focusing on DNA/RNA/protein analysis. Topics include next-generation DNA sequencing and sequencing data analysis, RNA-seq (bulk and single-cell), and protein dynamics. Students taking the graduate version are expected to explore the subject in greater depth.A. Jain, H. WongNo textbook information available",Biology,2024
7.094 Modern Computational Biology,"7.102 Introduction to Molecular Biology Techniques()Prereq: NoneUnits: 0-5-1URL: IAP URL:https://biology.mit.edu/undergraduate/current-students/subject-offerings/independent-activities-period/Designed primarily for first-year students with little or no lab experience. Introduces basic methods of experimental molecular biology. Specific experiments vary from year-to-year, but will focus on the identification and characterization of bacteria and bacteriophages from the wild using an array of basic methods in molecular biology and microbiology. Biology GIR or Chemistry GIR recommended. Satisfies 6 units of Institute Laboratory credit. Limited to 16; admittance may be controlled by lottery.A. MartinNo textbook information available",Biology,2024
7.102 Introduction to Molecular Biology Techniques,"7.105 Ethics for Biologists and Engineers(New)()Prereq: NoneUnits: 2-0-4Credit cannot also be received for1.082,2.900,6.9320,10.01,16.676,20.005Lecture:T3-5(66-148)Explores how to apply an ethical framework to working with living systems. Students examine case studies related to biological research and bioengineering alongside readings by foundational ethical thinkers from Aristotle to Martin Luther King, Jr. Topics for consideration include justice, rights, research integrity and bias, human clinical trials, genetic engineering in human diseases and aging, creating human-animal hybrids, and the promise and peril of AI. Discussion-based, with the aim of introducing students to new ways of thinking. Meets with 20.005, a 9-unit version of this subject, which includes a final project.L. Guarente, P. HansenNo textbook information available",Biology,2024
7.105 Ethics for Biologists and Engineers(New),"7.11 Biology Teaching(,)Prereq: NoneUnits arrangedTBA.For qualified undergraduate students interested in gaining some experience in teaching. Laboratory, tutorial, or classroom teaching under the supervision of a faculty member. Students selected by interview.Fall:StaffSpring:StaffNo required or recommended textbooks",Biology,2024
7.11 Biology Teaching,"7.19 Communication in Experimental Biology(,)Prereq: (7.06and (5.362,7.003, or20.109)) or permission of instructorUnits: 4-4-4Lecture:TR2-4(68-121)Students carry out independent literature research. Journal club discussions are used to help students evaluate and write scientific papers. Instruction and practice in written and oral communication is provided.Fall:F. Batista, D. HousmanSpring:C. KaiserNo required or recommended textbooks",Biology,2024
7.19 Communication in Experimental Biology,"7.20[J] Human Physiology()(Same subject asHST.540[J])Prereq:7.05Units: 5-0-7Comprehensive exploration of human physiology, emphasizing the molecular basis and applied aspects of organ function and regulation in health and disease. Includes a review of cell structure and function, as well as the mechanisms by which the endocrine and nervous systems integrate cellular metabolism. Special emphasis on examining the cardiovascular, pulmonary, gastrointestinal, and renal systems, as well as liver function, drug metabolism, and pharmacogenetics.M. Krieger, O. Yilmaz",Biology,2024
7.20[J] Human Physiology,"7.21 Microbial Physiology()(Subject meets with7.62)Prereq:7.03and7.05Units: 4-0-8Biochemical properties of bacteria and other microorganisms that enable them to grow under a variety of conditions. Interaction between bacteria and bacteriophages. Genetic and metabolic regulation of enzyme action and enzyme formation. Structure and function of components of the bacterial cell envelope. Protein secretion with a special emphasis on its various roles in pathogenesis. Additional topics include bioenergetics, symbiosis, quorum sensing, global responses to DNA damage, and biofilms.  Students taking the graduate version are expected to explore the subject in greater depth.G. C. Walker, A. J. Sinskey",Biology,2024
